Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2023-12-11 20:51:46,"Evening Workout",45s,"Deadlift (Smith Machine)",1,35.0,6.0,0,0.0,"","",
2023-12-11 20:51:46,"Evening Workout",45s,"Deadlift (Smith Machine)",2,35.0,5.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Romanian Deadlift (Barbell)",1,90.0,10.0,0,0.0,"","",
2023-12-23 14:12:38,"Pull Day",55m,"Romanian Deadlift (Barbell)",2,90.0,10.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Romanian Deadlift (Barbell)",3,90.0,6.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Romanian Deadlift (Barbell)",4,90.0,8.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Romanian Deadlift (Barbell)",5,90.0,8.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Bicep Curl (Cable)",1,50.0,10.0,0,0.0,"",,
2023-12-23 14:12:38,"Pull Day",55m,"Bicep Curl (Cable)",2,50.0,10.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Bicep Curl (Cable)",3,50.0,10.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Bicep Curl (Cable)",4,50.0,9.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Bicep Curl (Cable)",5,50.0,10.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Face Pull (Cable)",1,50.0,10.0,0,0.0,"",,
2023-12-23 14:12:38,"Pull Day",55m,"Face Pull (Cable)",2,50.0,10.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Face Pull (Cable)",3,50.0,10.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Face Pull (Cable)",4,50.0,10.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Face Pull (Cable)",5,50.0,10.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Seated Row (Cable)",1,60.0,10.0,0,0.0,"",,
2023-12-23 14:12:38,"Pull Day",55m,"Seated Row (Cable)",2,60.0,10.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Seated Row (Cable)",3,60.0,10.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Lat Pulldown (Cable)",1,65.0,12.0,0,0.0,"",,
2023-12-23 14:12:38,"Pull Day",55m,"Lat Pulldown (Cable)",2,65.0,12.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Lat Pulldown (Cable)",3,65.0,12.0,0,0.0,,,
2023-12-23 14:12:38,"Pull Day",55m,"Lat Pulldown (Cable)",4,65.0,12.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Bench Press (Smith Machine)",1,55.0,10.0,0,0.0,"","",
2023-12-25 10:14:26,"Push Day",1h 11m,"Bench Press (Smith Machine)",2,55.0,10.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Bench Press (Smith Machine)",3,55.0,5.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Bench Press (Smith Machine)",4,55.0,10.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Bench Press (Smith Machine)",5,55.0,7.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Bench Press (Smith Machine)",6,55.0,6.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Triceps Extension",1,50.0,11.0,0,0.0,"",,
2023-12-25 10:14:26,"Push Day",1h 11m,"Triceps Extension",2,50.0,12.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Triceps Extension",3,50.0,11.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Shoulder Press (Machine)",1,21.0,10.0,0,0.0,"",,
2023-12-25 10:14:26,"Push Day",1h 11m,"Shoulder Press (Machine)",2,21.0,7.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Shoulder Press (Machine)",3,50.0,9.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Seated Calf Raise (Machine)",1,30.0,10.0,0,0.0,"",,
2023-12-25 10:14:26,"Push Day",1h 11m,"Seated Calf Raise (Machine)",2,30.0,10.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Seated Calf Raise (Machine)",3,30.0,10.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Seated Calf Raise (Machine)",4,30.0,10.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Seated Calf Raise (Machine)",5,30.0,10.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Lateral Raise (Dumbbell)",1,10.0,12.0,0,0.0,"",,
2023-12-25 10:14:26,"Push Day",1h 11m,"Lateral Raise (Dumbbell)",2,10.0,12.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Lateral Raise (Dumbbell)",3,10.0,12.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Lateral Raise (Dumbbell)",4,10.0,12.0,0,0.0,,,
2023-12-25 10:14:26,"Push Day",1h 11m,"Decline Bench Press (Barbell)",1,30.0,10.0,0,0.0,"",,
2023-12-25 10:14:26,"Push Day",1h 11m,"Incline Bench Press (Barbell)",1,55.0,8.0,0,0.0,"",,
2023-12-25 10:14:26,"Push Day",1h 11m,"Incline Bench Press (Barbell)",2,55.0,6.0,0,0.0,,,
2023-12-28 17:12:32,"Push Day",27m,"Bench Press (Smith Machine)",1,90.0,5.0,0,0.0,"","",
2023-12-28 17:12:32,"Push Day",27m,"Bench Press (Smith Machine)",2,90.0,4.0,0,0.0,,,
2023-12-28 17:12:32,"Push Day",27m,"Bench Press (Smith Machine)",3,70.0,5.0,0,0.0,,,
2023-12-28 17:12:32,"Push Day",27m,"Triceps Extension",1,50.0,8.0,0,0.0,"",,
2023-12-28 17:12:32,"Push Day",27m,"Triceps Extension",2,50.0,8.0,0,0.0,,,
2023-12-28 17:12:32,"Push Day",27m,"Triceps Extension",3,50.0,8.0,0,0.0,,,
2023-12-28 17:12:32,"Push Day",27m,"Shoulder Press (Machine)",1,21.0,7.0,0,0.0,"",,
2023-12-28 17:12:32,"Push Day",27m,"Shoulder Press (Machine)",2,21.0,7.0,0,0.0,,,
2023-12-28 17:12:32,"Push Day",27m,"Shoulder Press (Machine)",3,21.0,9.0,0,0.0,,,
2023-12-28 17:12:32,"Push Day",27m,"Lateral Raise (Dumbbell)",1,10.0,12.0,0,0.0,"",,
2023-12-28 17:12:32,"Push Day",27m,"Lateral Raise (Dumbbell)",2,10.0,12.0,0,0.0,,,
2023-12-28 17:12:32,"Push Day",27m,"Lateral Raise (Dumbbell)",3,10.0,10.0,0,0.0,,,
2023-12-28 17:12:32,"Push Day",27m,"Lateral Raise (Dumbbell)",4,10.0,10.0,0,0.0,,,
2023-12-29 15:53:07,"Pull Day",49m,"Romanian Deadlift (Barbell)",1,140.0,8.0,0,0.0,"","",
2023-12-29 15:53:07,"Pull Day",49m,"Romanian Deadlift (Barbell)",2,140.0,8.0,0,0.0,,,
2023-12-29 15:53:07,"Pull Day",49m,"Romanian Deadlift (Barbell)",3,140.0,7.0,0,0.0,,,
2023-12-29 15:53:07,"Pull Day",49m,"Bicep Curl (Cable)",1,80.0,8.0,0,0.0,"",,
2023-12-29 15:53:07,"Pull Day",49m,"Bicep Curl (Cable)",2,80.0,6.0,0,0.0,,,
2023-12-29 15:53:07,"Pull Day",49m,"Bicep Curl (Cable)",3,80.0,6.0,0,0.0,,,
2023-12-29 15:53:07,"Pull Day",49m,"Shrug (Dumbbell)",1,70.0,10.0,0,0.0,"",,
2023-12-29 15:53:07,"Pull Day",49m,"Shrug (Dumbbell)",2,70.0,10.0,0,0.0,,,
2023-12-29 15:53:07,"Pull Day",49m,"Shrug (Dumbbell)",3,70.0,10.0,0,0.0,,,
2023-12-29 15:53:07,"Pull Day",49m,"Shrug (Dumbbell)",4,70.0,10.0,0,0.0,,,
2023-12-29 15:53:07,"Pull Day",49m,"Face Pull (Cable)",1,50.0,8.0,0,0.0,"",,
2023-12-29 15:53:07,"Pull Day",49m,"Face Pull (Cable)",2,60.0,8.0,0,0.0,,,
2023-12-29 15:53:07,"Pull Day",49m,"Face Pull (Cable)",3,60.0,8.0,0,0.0,,,
2023-12-29 15:53:07,"Pull Day",49m,"Lat Pulldown (Cable)",1,65.0,8.0,0,0.0,"",,
2023-12-29 15:53:07,"Pull Day",49m,"Lat Pulldown (Cable)",2,65.0,8.0,0,0.0,,,
2023-12-29 15:53:07,"Pull Day",49m,"Lat Pulldown (Cable)",3,65.0,8.0,0,0.0,,,
2023-12-29 15:53:07,"Pull Day",49m,"Lat Pulldown (Cable)",4,65.0,8.0,0,0.0,,,
2024-01-04 17:27:52,"Push Day",445h 20m,"Bench Press (Smith Machine)",1,90.0,8.0,0,0.0,"","",
2024-01-04 17:27:52,"Push Day",445h 20m,"Bench Press (Smith Machine)",2,90.0,8.0,0,0.0,,,
2024-01-04 17:27:52,"Push Day",445h 20m,"Bench Press (Smith Machine)",3,90.0,5.0,0,0.0,,,
2024-01-04 17:27:52,"Push Day",445h 20m,"Bench Press (Smith Machine)",4,90.0,4.0,0,0.0,,,
2024-01-04 17:27:52,"Push Day",445h 20m,"Shoulder Press (Machine)",1,30.0,7.0,0,0.0,"",,
2024-01-04 17:27:52,"Push Day",445h 20m,"Shoulder Press (Machine)",2,30.0,7.0,0,0.0,,,
2024-01-04 17:27:52,"Push Day",445h 20m,"Shoulder Press (Machine)",3,30.0,9.0,0,0.0,,,
2024-01-23 06:51:34,"Pull Day",19m,"Romanian Deadlift (Barbell)",1,110.0,8.0,0,0.0,"","",
2024-01-23 06:51:34,"Pull Day",19m,"Romanian Deadlift (Barbell)",2,130.0,8.0,0,0.0,,,
2024-01-23 06:51:34,"Pull Day",19m,"Romanian Deadlift (Barbell)",3,140.0,7.0,0,0.0,,,
2024-02-01 17:00:25,"Push Day",1h 34m,"Bench Press (Smith Machine)",1,80.0,8.0,0,0.0,"","",
2024-02-01 17:00:25,"Push Day",1h 34m,"Bench Press (Smith Machine)",2,80.0,6.0,0,0.0,,,
2024-02-01 17:00:25,"Push Day",1h 34m,"Bench Press (Smith Machine)",3,80.0,5.0,0,0.0,,,
2024-02-01 17:00:25,"Push Day",1h 34m,"Overhead Press (Dumbbell)",1,15.0,8.0,0,0.0,"",,
2024-02-01 17:00:25,"Push Day",1h 34m,"Overhead Press (Dumbbell)",2,15.0,8.0,0,0.0,,,
2024-02-01 17:00:25,"Push Day",1h 34m,"Overhead Press (Dumbbell)",3,15.0,8.0,0,0.0,,,
2024-02-02 18:40:25,"Pull Day",243h 28m,"Romanian Deadlift (Barbell)",1,130.0,8.0,0,0.0,"","",
2024-02-02 18:40:25,"Pull Day",243h 28m,"Romanian Deadlift (Barbell)",2,160.0,8.0,0,0.0,,,
2024-02-02 18:40:25,"Pull Day",243h 28m,"Romanian Deadlift (Barbell)",3,160.0,8.0,0,0.0,,,
2024-02-02 18:40:25,"Pull Day",243h 28m,"Bicep Curl (Cable)",1,60.0,8.0,0,0.0,"",,
2024-02-02 18:40:25,"Pull Day",243h 28m,"Shrug (Dumbbell)",1,45.0,10.0,0,0.0,"",,
2024-02-02 18:40:25,"Pull Day",243h 28m,"Shrug (Dumbbell)",2,45.0,10.0,0,0.0,,,
2024-02-02 18:40:25,"Pull Day",243h 28m,"Shrug (Dumbbell)",3,45.0,7.0,0,0.0,,,
2024-02-02 18:40:25,"Pull Day",243h 28m,"Face Pull (Cable)",1,25.0,8.0,0,0.0,"",,
2024-02-02 18:40:25,"Pull Day",243h 28m,"Lat Pulldown (Cable)",1,55.0,8.0,0,0.0,"",,
2024-02-02 18:40:25,"Pull Day",243h 28m,"Lat Pulldown (Cable)",2,55.0,8.0,0,0.0,,,
2024-02-02 18:40:25,"Pull Day",243h 28m,"Lat Pulldown (Cable)",3,55.0,9.0,0,0.0,,,
2024-02-02 18:40:25,"Pull Day",243h 28m,"Lat Pulldown (Cable)",4,55.0,9.0,0,0.0,,,
2024-02-12 22:09:11,"Push Day",2h 30m,"Bench Press (Smith Machine)",1,85.0,8.0,0,0.0,"","",
2024-02-12 22:09:11,"Push Day",2h 30m,"Bench Press (Smith Machine)",2,85.0,8.0,0,0.0,,,
2024-02-12 22:09:11,"Push Day",2h 30m,"Bench Press (Smith Machine)",3,85.0,8.0,0,0.0,,,
2024-02-12 22:09:11,"Push Day",2h 30m,"Bench Press (Smith Machine)",4,85.0,6.0,0,0.0,,,
2024-02-12 22:09:11,"Push Day",2h 30m,"Triceps Extension",1,30.0,8.0,0,0.0,"",,
2024-02-12 22:09:11,"Push Day",2h 30m,"Triceps Extension",2,30.0,8.0,0,0.0,,,
2024-02-12 22:09:11,"Push Day",2h 30m,"Shoulder Press (Machine)",1,40.0,8.0,0,0.0,"",,
2024-02-12 22:09:11,"Push Day",2h 30m,"Shoulder Press (Machine)",2,50.0,7.0,0,0.0,,,
2024-02-12 22:09:11,"Push Day",2h 30m,"Shoulder Press (Machine)",3,40.0,8.0,0,0.0,,,
2024-02-12 22:09:11,"Push Day",2h 30m,"Lateral Raise (Dumbbell)",1,15.0,9.0,0,0.0,"",,
2024-02-12 22:09:11,"Push Day",2h 30m,"Lateral Raise (Dumbbell)",2,15.0,8.0,0,0.0,,,
2024-02-12 22:09:11,"Push Day",2h 30m,"Lateral Raise (Dumbbell)",3,15.0,6.0,0,0.0,,,
2024-02-14 22:18:23,"Legs",46h 59m,"Squat (Barbell)",1,105.0,8.0,0,0.0,"","",
2024-02-14 22:18:23,"Legs",46h 59m,"Squat (Barbell)",2,120.0,7.0,0,0.0,,,
2024-02-14 22:18:23,"Legs",46h 59m,"Squat (Barbell)",3,105.0,6.0,0,0.0,,,
2024-02-16 21:18:03,"Push Day",2h 26m,"Shoulder Press (Machine)",1,45.0,10.0,0,0.0,"","",
2024-02-16 21:18:03,"Push Day",2h 26m,"Shoulder Press (Machine)",2,47.5,10.0,0,0.0,,,
2024-02-16 21:18:03,"Push Day",2h 26m,"Shoulder Press (Machine)",3,47.5,14.0,0,0.0,,,
2024-02-16 21:18:03,"Push Day",2h 26m,"Shoulder Press (Machine)",4,50.0,12.0,0,0.0,,,
2024-02-18 17:34:15,"Legs",1h 2m,"Standing Calf Raise (Dumbbell)",1,140.0,10.0,0,0.0,"","",
2024-02-18 17:34:15,"Legs",1h 2m,"Standing Calf Raise (Dumbbell)",2,160.0,10.0,0,0.0,,,
2024-02-18 17:34:15,"Legs",1h 2m,"Standing Calf Raise (Dumbbell)",3,160.0,10.0,0,0.0,,,
2024-02-18 17:34:15,"Legs",1h 2m,"Standing Calf Raise (Dumbbell)",4,180.0,11.0,0,0.0,,,
2024-02-18 17:34:15,"Legs",1h 2m,"Seated Leg Press (Machine)",1,220.0,13.0,0,0.0,"",,
2024-02-18 17:34:15,"Legs",1h 2m,"Seated Leg Press (Machine)",2,240.0,10.0,0,0.0,,,
2024-02-18 17:34:15,"Legs",1h 2m,"Seated Leg Press (Machine)",3,245.00000000000003,10.0,0,0.0,,,
2024-02-18 17:34:15,"Legs",1h 2m,"Calf Press on Seated Leg Press",1,140.0,10.0,0,0.0,"",,
2024-02-18 17:34:15,"Legs",1h 2m,"Lying Leg Curl (Machine)",1,80.0,10.0,0,0.0,"",,
2024-02-18 17:34:15,"Legs",1h 2m,"Lying Leg Curl (Machine)",2,60.0,10.0,0,0.0,,,
2024-02-18 17:34:15,"Legs",1h 2m,"Lying Leg Curl (Machine)",3,60.0,7.0,0,0.0,,,
2024-02-19 18:26:08,"Push Day",1h 7m,"Bench Press (Smith Machine)",1,90.0,10.0,0,0.0,"","",
2024-02-19 18:26:08,"Push Day",1h 7m,"Bench Press (Smith Machine)",2,105.0,10.0,0,0.0,,,
2024-02-19 18:26:08,"Push Day",1h 7m,"Bench Press (Smith Machine)",3,115.0,5.0,0,0.0,,,
2024-02-19 18:26:08,"Push Day",1h 7m,"Triceps Extension",1,40.0,7.0,0,0.0,"",,
2024-02-19 18:26:08,"Push Day",1h 7m,"Triceps Extension",2,30.0,8.0,0,0.0,,,
2024-02-19 18:26:08,"Push Day",1h 7m,"Triceps Extension",3,30.0,6.0,0,0.0,,,
2024-02-19 18:26:08,"Push Day",1h 7m,"Shoulder Press (Machine)",1,65.0,9.0,0,0.0,"",,
2024-02-19 18:26:08,"Push Day",1h 7m,"Shoulder Press (Machine)",2,65.0,7.0,0,0.0,,,
2024-02-19 18:26:08,"Push Day",1h 7m,"Shoulder Press (Machine)",3,50.0,5.0,0,0.0,,,
2024-02-19 18:26:08,"Push Day",1h 7m,"Shoulder Press (Machine)",4,45.0,6.0,0,0.0,,,
2024-02-19 18:26:08,"Push Day",1h 7m,"Lateral Raise (Machine)",1,42.5,10.0,0,0.0,"",,
2024-02-19 18:26:08,"Push Day",1h 7m,"Lateral Raise (Machine)",2,42.5,10.0,0,0.0,,,
2024-02-19 18:26:08,"Push Day",1h 7m,"Lateral Raise (Machine)",3,45.0,9.0,0,0.0,,,
2024-02-21 22:08:00,"Pull Day",1h 6m,"Bicep Curl (Barbell)",1,40.0,12.0,0,0.0,"","",
2024-02-21 22:08:00,"Pull Day",1h 6m,"Bicep Curl (Barbell)",2,40.0,9.0,0,0.0,,,
2024-02-21 22:08:00,"Pull Day",1h 6m,"Bicep Curl (Barbell)",3,40.0,10.0,0,0.0,,,
2024-02-21 22:08:00,"Pull Day",1h 6m,"Back Extension (Machine)",1,112.5,13.0,0,0.0,"",,
2024-02-21 22:08:00,"Pull Day",1h 6m,"Back Extension (Machine)",2,142.5,17.0,0,0.0,,,
2024-02-21 22:08:00,"Pull Day",1h 6m,"Back Extension (Machine)",3,152.5,15.0,0,0.0,,,
2024-02-21 22:08:00,"Pull Day",1h 6m,"Lat Pulldown (Machine)",1,112.5,11.0,0,0.0,"",,
2024-02-21 22:08:00,"Pull Day",1h 6m,"Lat Pulldown (Machine)",2,112.5,13.0,0,0.0,,,
2024-02-21 22:08:00,"Pull Day",1h 6m,"Lat Pulldown (Machine)",3,122.50000000000001,8.0,0,0.0,,,
2024-02-21 22:08:00,"Pull Day",1h 6m,"Hammer Curl (Dumbbell)",1,20.0,10.0,0,0.0,"",,
2024-02-21 22:08:00,"Pull Day",1h 6m,"Hammer Curl (Dumbbell)",2,20.0,9.0,0,0.0,,,
2024-02-21 22:08:00,"Pull Day",1h 6m,"Hammer Curl (Dumbbell)",3,20.0,9.0,0,0.0,,,
2024-02-21 22:08:00,"Pull Day",1h 6m,"Seated Row (Machine)",1,102.5,9.0,0,0.0,"",,
2024-02-21 22:08:00,"Pull Day",1h 6m,"Seated Row (Machine)",2,102.5,9.0,0,0.0,,,
2024-02-21 22:08:00,"Pull Day",1h 6m,"Seated Row (Machine)",3,102.5,11.0,0,0.0,,,
2024-02-22 21:52:17,"Legs",1h 4m,"Squat (Smith Machine)",1,105.0,8.0,0,0.0,"","",
2024-02-22 21:52:17,"Legs",1h 4m,"Squat (Smith Machine)",2,110.0,8.0,0,0.0,,,
2024-02-22 21:52:17,"Legs",1h 4m,"Squat (Smith Machine)",3,110.0,6.0,0,0.0,,,
2024-02-22 21:52:17,"Legs",1h 4m,"Seated Leg Press (Machine)",1,185.00000000000003,10.0,0,0.0,"",,
2024-02-22 21:52:17,"Legs",1h 4m,"Seated Leg Press (Machine)",2,205.0,12.0,0,0.0,,,
2024-02-22 21:52:17,"Legs",1h 4m,"Seated Leg Press (Machine)",3,205.0,7.0,0,0.0,,,
2024-02-22 21:52:17,"Legs",1h 4m,"Standing Calf Raise (Smith Machine)",1,74.99999999999999,10.0,0,0.0,"",,
2024-02-22 21:52:17,"Legs",1h 4m,"Standing Calf Raise (Smith Machine)",2,74.99999999999999,18.0,0,0.0,,,
2024-02-22 21:52:17,"Legs",1h 4m,"Standing Calf Raise (Smith Machine)",3,74.99999999999999,15.0,0,0.0,,,
2024-02-22 21:52:17,"Legs",1h 4m,"Standing Calf Raise (Smith Machine)",4,74.99999999999999,20.0,0,0.0,,,
2024-02-22 21:52:17,"Legs",1h 4m,"Standing Calf Raise (Smith Machine)",5,74.99999999999999,20.0,0,0.0,,,
2024-02-22 21:52:17,"Legs",1h 4m,"Lying Leg Curl (Machine)",1,62.5,10.0,0,0.0,"",,
2024-02-22 21:52:17,"Legs",1h 4m,"Lying Leg Curl (Machine)",2,62.5,11.0,0,0.0,,,
2024-02-22 21:52:17,"Legs",1h 4m,"Lying Leg Curl (Machine)",3,62.5,10.0,0,0.0,,,
2024-02-22 21:52:17,"Legs",1h 4m,"Behind The Body Wrist Curl",1,50.0,12.0,0,0.0,"",,
2024-02-22 21:52:17,"Legs",1h 4m,"Behind The Body Wrist Curl",2,50.0,11.0,0,0.0,,,
2024-02-22 21:52:17,"Legs",1h 4m,"Behind The Body Wrist Curl",3,50.0,12.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Bench Press (Smith Machine)",1,110.0,8.0,0,0.0,"","",
2024-02-23 21:13:03,"Push Day",1h 22m,"Bench Press (Smith Machine)",2,110.0,7.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Bench Press (Smith Machine)",3,110.0,4.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Triceps Extension",1,25.0,8.0,0,0.0,"",,
2024-02-23 21:13:03,"Push Day",1h 22m,"Triceps Extension",2,20.0,8.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Triceps Extension",3,20.0,8.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Shoulder Press (Machine)",1,42.5,8.0,0,0.0,"",,
2024-02-23 21:13:03,"Push Day",1h 22m,"Shoulder Press (Machine)",2,42.5,8.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Shoulder Press (Machine)",3,42.5,6.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Lateral Raise (Machine)",1,42.5,11.0,0,0.0,"",,
2024-02-23 21:13:03,"Push Day",1h 22m,"Lateral Raise (Machine)",2,45.0,10.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Lateral Raise (Machine)",3,45.0,9.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Reverse Fly (Machine)",1,62.5,12.0,0,0.0,"",,
2024-02-23 21:13:03,"Push Day",1h 22m,"Reverse Fly (Machine)",2,65.0,8.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Reverse Fly (Machine)",3,65.0,8.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Behind The Body Wrist Curl",1,50.0,20.0,0,0.0,"",,
2024-02-23 21:13:03,"Push Day",1h 22m,"Behind The Body Wrist Curl",2,50.0,12.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Behind The Body Wrist Curl",3,50.0,12.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Behind The Body Wrist Curl",4,50.0,12.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Standing Calf Raise (Smith Machine)",1,74.99999999999999,20.0,0,0.0,"",,
2024-02-23 21:13:03,"Push Day",1h 22m,"Standing Calf Raise (Smith Machine)",2,74.99999999999999,20.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Standing Calf Raise (Smith Machine)",3,74.99999999999999,20.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Standing Calf Raise (Smith Machine)",4,74.99999999999999,15.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Standing Calf Raise (Smith Machine)",5,74.99999999999999,15.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Standing Calf Raise (Smith Machine)",6,74.99999999999999,10.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Triceps Extension (Cable)",1,5.0,8.0,0,0.0,"",,
2024-02-23 21:13:03,"Push Day",1h 22m,"Triceps Extension (Cable)",2,10.0,10.0,0,0.0,,,
2024-02-23 21:13:03,"Push Day",1h 22m,"Triceps Extension (Cable)",3,10.0,8.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Lat Pulldown (Cable)",1,55.0,12.0,0,0.0,"","",
2024-02-24 16:21:29,"Pull Day",1h 15m,"Lat Pulldown (Cable)",2,70.0,9.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Lat Pulldown (Cable)",3,70.0,8.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Bicep Curl (Barbell)",1,40.0,12.0,0,0.0,"",,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Bicep Curl (Barbell)",2,40.0,7.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Bicep Curl (Barbell)",3,40.0,7.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Deadlift (Smith Machine)",1,165.0,10.0,0,0.0,"",,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Deadlift (Smith Machine)",2,165.0,8.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Deadlift (Smith Machine)",3,165.0,8.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Pull Up (Assisted)",1,60.0,10.0,0,0.0,"",,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Pull Up (Assisted)",2,60.0,10.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Pull Up (Assisted)",3,60.0,9.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Standing Calf Raise (Smith Machine)",1,74.99999999999999,20.0,0,0.0,"",,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Standing Calf Raise (Smith Machine)",2,74.99999999999999,20.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Standing Calf Raise (Smith Machine)",3,74.99999999999999,20.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Standing Calf Raise (Smith Machine)",4,74.99999999999999,20.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Standing Calf Raise (Smith Machine)",5,74.99999999999999,20.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Behind The Body Wrist Curl",1,50.0,14.0,0,0.0,"",,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Behind The Body Wrist Curl",2,50.0,13.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Behind The Body Wrist Curl",3,50.0,11.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Behind The Body Wrist Curl",4,50.0,12.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Hammer Strength",1,40.0,8.0,0,0.0,"",,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Hammer Strength",2,40.0,10.0,0,0.0,,,
2024-02-24 16:21:29,"Pull Day",1h 15m,"Hammer Strength",3,40.0,8.0,0,0.0,,,
2024-02-25 14:56:35,"Legs",43m,"Squat (Smith Machine)",1,110.0,8.0,0,0.0,"","",
2024-02-25 14:56:35,"Legs",43m,"Squat (Smith Machine)",2,110.0,8.0,0,0.0,,,
2024-02-25 14:56:35,"Legs",43m,"Squat (Smith Machine)",3,110.0,8.0,0,0.0,,,
2024-02-25 14:56:35,"Legs",43m,"Standing Calf Raise (Smith Machine)",1,74.99999999999999,32.0,0,0.0,"",,
